gene	status	length_ours	length_reference	length_difference	first_difference_1_based	orf_end_1_based	first_difference_is_right_after_orf	triplet_at_difference_in_ours	triplet_is_stop_codon
ENSG00000198743	extra_triplet_right_after_orf	11574	11571	3	2667	2666	True	TGA	True
ENSG00000198746	extra_triplet_right_after_orf	2123	2120	3	1600	1599	True	TGA	True
ENSG00000198752	extra_triplet_right_after_orf	6758	6755	3	5423	5422	True	TGA	True
ENSG00000198753	extra_triplet_right_after_orf	6377	6374	3	6068	6067	True	TGA	True
ENSG00000198755	extra_triplet_right_after_orf	716	713	3	679	678	True	TAA	True
ENSG00000198756	extra_triplet_right_after_orf	5177	5174	3	2251	2250	True	TGA	True
ENSG00000198768	extra_triplet_right_after_orf	3426	3423	3	1735	1734	True	TGA	True
ENSG00000198771	extra_triplet_right_after_orf	3135	3132	3	1580	1579	True	TGA	True
ENSG00000198774	extra_triplet_right_after_orf	5682	5679	3	1676	1674	True	TAG	True
ENSG00000198780	extra_triplet_right_after_orf	5990	5987	3	2102	2101	True	TGA	True
ENSG00000198783	extra_triplet_right_after_orf	2246	2243	3	1154	1153	True	TAG	True
ENSG00000198791	extra_triplet_right_after_orf	6913	6910	3	1155	1154	True	TGA	True
ENSG00000198792	extra_triplet_right_after_orf	3611	3608	3	1431	1430	True	TAG	True
ENSG00000198793	extra_triplet_right_after_orf	8677	8674	3	7725	7724	True	TAA	True
ENSG00000198794	extra_triplet_right_after_orf	3400	3397	3	888	887	True	TGA	True
ENSG00000198795	extra_triplet_right_after_orf	4871	4868	3	4084	4082	True	TAG	True
ENSG00000198799	extra_triplet_right_after_orf	11555	11552	3	3394	3393	True	TGA	True
ENSG00000198805	extra_triplet_right_after_orf	1509	1506	3	1014	1013	True	TGA	True
ENSG00000198807	extra_triplet_right_after_orf	4514	4511	3	1251	1248	True	TGA	True
ENSG00000198814	extra_triplet_right_after_orf	4573	4570	3	1857	1856	True	TAA	True
ENSG00000198815	extra_triplet_right_after_orf	5352	5349	3	2179	2178	True	TAG	True
ENSG00000198816	extra_triplet_right_after_orf	1954	1951	3	1875	1874	True	TGA	True
ENSG00000198818	extra_triplet_right_after_orf	1079	1076	3	588	587	True	TGA	True
ENSG00000198824	extra_triplet_right_after_orf	3795	3792	3	2747	2745	True	TGA	True
ENSG00000198825	extra_triplet_right_after_orf	5063	5060	3	3563	3562	True	TAG	True
ENSG00000198826	extra_triplet_right_after_orf	5898	5895	3	3793	3791	True	TAA	True
ENSG00000198830	extra_triplet_right_after_orf	1191	1188	3	365	364	True	TGA	True
ENSG00000198833	extra_triplet_right_after_orf	4290	4287	3	1236	1233	True	TAA	True
ENSG00000198835	extra_triplet_right_after_orf	2243	2240	3	1493	1492	True	TGA	True
ENSG00000198836	extra_triplet_right_after_orf	6492	6489	3	3280	3279	True	TAA	True
ENSG00000198837	extra_triplet_right_after_orf	5706	5703	3	4908	4907	True	TAG	True
ENSG00000198839	extra_triplet_right_after_orf	1849	1846	3	1480	1479	True	TAA	True
ENSG00000198841	extra_triplet_right_after_orf	1714	1711	3	1118	1117	True	TGA	True
ENSG00000198843	extra_triplet_right_after_orf	3469	3466	3	661	660	True	TAG	True
ENSG00000198844	extra_triplet_right_after_orf	4159	4156	3	2635	2633	True	TAA	True
ENSG00000198846	extra_triplet_right_after_orf	4131	4128	3	1800	1799	True	TGA	True
ENSG00000198853	extra_triplet_right_after_orf	5636	5633	3	5118	5117	True	TGA	True
ENSG00000198855	extra_triplet_right_after_orf	3347	3344	3	1610	1609	True	TAA	True
ENSG00000198858	extra_triplet_right_after_orf	1815	1812	3	881	878	True	TGA	True
ENSG00000198860	extra_triplet_right_after_orf	1960	1957	3	593	592	True	TGA	True
ENSG00000198862	extra_triplet_right_after_orf	7756	7753	3	5450	5449	True	TGA	True
ENSG00000198863	extra_triplet_right_after_orf	3828	3825	3	1855	1851	True	TGA	True
ENSG00000198873	extra_triplet_right_after_orf	2654	2651	3	2101	2099	True	TAG	True
ENSG00000198874	extra_triplet_right_after_orf	3348	3345	3	2361	2360	True	TGA	True
ENSG00000198876	extra_triplet_right_after_orf	3667	3664	3	1703	1701	True	TAA	True
ENSG00000198879	extra_triplet_right_after_orf	8024	8021	3	2876	2875	True	TGA	True
ENSG00000198887	extra_triplet_right_after_orf	5980	5977	3	3424	3420	True	TAA	True
ENSG00000198890	extra_triplet_right_after_orf	2616	2613	3	1163	1162	True	TGA	True
ENSG00000198892	extra_triplet_right_after_orf	1341	1338	3	879	878	True	TGA	True
ENSG00000198894	extra_triplet_right_after_orf	4486	4483	3	1515	1514	True	TAG	True
ENSG00000198898	extra_triplet_right_after_orf	5182	5179	3	998	997	True	TAA	True
ENSG00000198900	extra_triplet_right_after_orf	3738	3735	3	2546	2545	True	TAG	True
ENSG00000198901	extra_triplet_right_after_orf	3034	3031	3	1939	1938	True	TGA	True
ENSG00000198908	extra_triplet_right_after_orf	5130	5127	3	2227	2226	True	TAA	True
ENSG00000198909	extra_triplet_right_after_orf	4818	4815	3	2290	2289	True	TGA	True
ENSG00000198910	extra_triplet_right_after_orf	5113	5110	3	3963	3961	True	TAG	True
ENSG00000198911	extra_triplet_right_after_orf	5240	5237	3	3590	3589	True	TGA	True
ENSG00000198912	extra_triplet_right_after_orf	1666	1663	3	829	828	True	TAG	True
ENSG00000198915	extra_triplet_right_after_orf	3264	3261	3	1553	1552	True	TGA	True
ENSG00000198917	extra_triplet_right_after_orf	4280	4277	3	1206	1205	True	TGA	True
ENSG00000198918	extra_triplet_right_after_orf	401	398	3	221	220	True	TAA	True
ENSG00000198919	extra_triplet_right_after_orf	5350	5347	3	3856	3854	True	TGA	True
ENSG00000198920	extra_triplet_right_after_orf	4859	4856	3	3261	3260	True	TAA	True
ENSG00000198924	extra_triplet_right_after_orf	4468	4465	3	4043	4038	True	TGA	True
ENSG00000198925	extra_triplet_right_after_orf	3799	3796	3	2730	2729	True	TAG	True
ENSG00000198929	extra_triplet_right_after_orf	4931	4928	3	1921	1920	True	TAG	True
ENSG00000198931	extra_triplet_right_after_orf	947	944	3	586	585	True	TGA	True
ENSG00000198932	extra_triplet_right_after_orf	5971	5968	3	4989	4986	True	TAG	True
ENSG00000198933	extra_triplet_right_after_orf	4121	4118	3	2695	2694	True	TAG	True
ENSG00000198934	extra_triplet_right_after_orf	3630	3627	3	3079	3078	True	TAG	True
ENSG00000198937	extra_triplet_right_after_orf	619	616	3	351	350	True	TGA	True
ENSG00000198945	extra_triplet_right_after_orf	4217	4214	3	2517	2516	True	TGA	True
ENSG00000198948	extra_triplet_right_after_orf	6318	6315	3	1538	1535	True	TAA	True
ENSG00000198951	extra_triplet_right_after_orf	3694	3691	3	1767	1766	True	TGA	True
ENSG00000198952	extra_triplet_right_after_orf	4559	4556	3	3195	3193	True	TGA	True
ENSG00000198954	extra_triplet_right_after_orf	2544	2541	3	1977	1975	True	TAA	True
ENSG00000198959	extra_triplet_right_after_orf	5070	5067	3	2236	2235	True	TAA	True
ENSG00000198960	extra_triplet_right_after_orf	1846	1843	3	1246	1245	True	TAA	True
ENSG00000198961	extra_triplet_right_after_orf	4889	4886	3	2365	2364	True	TAA	True
ENSG00000198964	extra_triplet_right_after_orf	3744	3741	3	2200	2199	True	TAA	True
ENSG00000203326	extra_triplet_right_after_orf	3890	3887	3	1572	1571	True	TAA	True
ENSG00000203485	extra_triplet_right_after_orf	4672	4669	3	3860	3859	True	TAA	True
ENSG00000203666	extra_triplet_right_after_orf	6167	6164	3	949	948	True	TGA	True
ENSG00000203667	extra_triplet_right_after_orf	568	565	3	490	489	True	TGA	True
ENSG00000203668	extra_triplet_right_after_orf	7078	7075	3	2133	2132	True	TAG	True
ENSG00000203705	extra_triplet_right_after_orf	1381	1378	3	938	937	True	TAG	True
ENSG00000203710	extra_triplet_right_after_orf	7469	7466	3	6229	6228	True	TGA	True
ENSG00000203722	extra_triplet_right_after_orf	1107	1104	3	1073	1070	True	TGA	True
ENSG00000203760	extra_triplet_right_after_orf	528	525	3	410	409	True	TAG	True
ENSG00000203772	extra_triplet_right_after_orf	3128	3125	3	566	565	True	TAG	True
ENSG00000203778	extra_triplet_right_after_orf	2543	2540	3	538	537	True	TAG	True
ENSG00000203805	extra_triplet_right_after_orf	1521	1518	3	1166	1165	True	TGA	True
ENSG00000203867	extra_triplet_right_after_orf	7233	7230	3	3742	3739	True	TGA	True
ENSG00000203872	extra_triplet_right_after_orf	1308	1305	3	1239	1238	True	TAG	True
ENSG00000203879	extra_triplet_right_after_orf	2474	2471	3	1678	1676	True	TGA	True
ENSG00000203880	extra_triplet_right_after_orf	3843	3840	3	1211	1210	True	TAA	True
ENSG00000203896	extra_triplet_right_after_orf	1178	1175	3	973	972	True	TGA	True
ENSG00000203942	extra_triplet_right_after_orf	1208	1205	3	841	840	True	TAG	True
ENSG00000203943	extra_triplet_right_after_orf	724	721	3	428	425	True	TAG	True
ENSG00000203965	extra_triplet_right_after_orf	2313	2310	3	2134	2133	True	TAA	True
ENSG00000203995	extra_triplet_right_after_orf	4469	4466	3	2426	2425	True	TGA	True
ENSG00000204070	extra_triplet_right_after_orf	2862	2859	3	760	759	True	TAG	True
ENSG00000204084	extra_triplet_right_after_orf	4694	4691	3	3074	3073	True	TGA	True
ENSG00000204103	extra_triplet_right_after_orf	3393	3390	3	1360	1359	True	TGA	True
ENSG00000204104	extra_triplet_right_after_orf	4279	4276	3	2296	2295	True	TGA	True
ENSG00000204116	extra_triplet_right_after_orf	4158	4155	3	750	749	True	TGA	True
ENSG00000204120	extra_triplet_right_after_orf	7878	7875	3	4161	4160	True	TGA	True
ENSG00000204128	extra_triplet_right_after_orf	3657	3654	3	962	961	True	TGA	True
ENSG00000204130	extra_triplet_right_after_orf	4502	4499	3	2251	2250	True	TGA	True
ENSG00000204138	extra_triplet_right_after_orf	3107	3104	3	2353	2350	True	TGA	True
ENSG00000204147	extra_triplet_right_after_orf	632	629	3	562	560	True	TAG	True
ENSG00000204149	extra_triplet_right_after_orf	2372	2369	3	2133	2130	True	TAG	True
ENSG00000204152	extra_triplet_right_after_orf	1142	1139	3	727	726	True	TGA	True
ENSG00000204160	extra_triplet_right_after_orf	5020	5017	3	1260	1259	True	TGA	True
ENSG00000204172	extra_triplet_right_after_orf	2387	2384	3	2087	2086	True	TGA	True
ENSG00000204178	extra_triplet_right_after_orf	3917	3914	3	2172	2171	True	TGA	True
ENSG00000204186	extra_triplet_right_after_orf	10286	10283	3	7449	7448	True	TAG	True
ENSG00000204209	extra_triplet_right_after_orf	2613	2610	3	2426	2425	True	TAG	True
ENSG00000204217	extra_triplet_right_after_orf	11461	11458	3	3654	3653	True	TGA	True
ENSG00000204220	extra_triplet_right_after_orf	598	595	3	507	506	True	TGA	True
ENSG00000204227	extra_triplet_right_after_orf	1752	1749	3	1427	1426	True	TGA	True
ENSG00000204228	extra_triplet_right_after_orf	990	987	3	811	810	True	TAA	True
ENSG00000204231	extra_triplet_right_after_orf	2846	2843	3	1750	1749	True	TGA	True
ENSG00000204237	extra_triplet_right_after_orf	620	617	3	453	452	True	TGA	True
ENSG00000204248	extra_triplet_right_after_orf	6425	6422	3	5437	5436	True	TAG	True
ENSG00000204252	extra_triplet_right_after_orf	3489	3486	3	828	826	True	TAA	True
ENSG00000204256	extra_triplet_right_after_orf	3467	3464	3	2678	2677	True	TAA	True
ENSG00000204257	extra_triplet_right_after_orf	1123	1120	3	871	869	True	TGA	True
ENSG00000204262	extra_triplet_right_after_orf	6949	6946	3	4773	4772	True	TAA	True
ENSG00000204264	extra_triplet_right_after_orf	1124	1121	3	881	879	True	TAA	True
ENSG00000204267	extra_triplet_right_after_orf	5676	5673	3	2229	2228	True	TGA	True
ENSG00000204271	extra_triplet_right_after_orf	1670	1667	3	556	555	True	TGA	True
ENSG00000204287	extra_triplet_right_after_orf	1280	1277	3	872	871	True	TAA	True
ENSG00000204301	extra_triplet_right_after_orf	6745	6742	3	6149	6148	True	TAG	True
ENSG00000204304	extra_triplet_right_after_orf	3205	3202	3	1563	1561	True	TGA	True
ENSG00000204305	extra_triplet_right_after_orf	1538	1535	3	1361	1360	True	TGA	True
ENSG00000204308	extra_triplet_right_after_orf	1168	1165	3	699	698	True	TGA	True
ENSG00000204310	extra_triplet_right_after_orf	2496	2493	3	1430	1429	True	TGA	True
ENSG00000204314	extra_triplet_right_after_orf	1909	1906	3	1044	1043	True	TAA	True
ENSG00000204315	extra_triplet_right_after_orf	1345	1342	3	1320	1318	True	TGA	True
ENSG00000204316	extra_triplet_right_after_orf	1888	1885	3	1679	1678	True	TAA	True
ENSG00000204334	extra_triplet_right_after_orf	601	598	3	522	521	True	TGA	True
ENSG00000204335	extra_triplet_right_after_orf	2033	2030	3	1357	1356	True	TGA	True
ENSG00000204344	extra_triplet_right_after_orf	1557	1554	3	1158	1157	True	TGA	True
ENSG00000204348	extra_triplet_right_after_orf	1628	1625	3	1561	1558	True	TAG	True
ENSG00000204351	extra_triplet_right_after_orf	3894	3891	3	3852	3851	True	TGA	True
ENSG00000204356	extra_triplet_right_after_orf	1405	1402	3	1331	1330	True	TAG	True
ENSG00000204366	extra_triplet_right_after_orf	1875	1872	3	1554	1553	True	TAG	True
ENSG00000204370	extra_triplet_right_after_orf	1439	1436	3	613	612	True	TGA	True
ENSG00000204381	extra_triplet_right_after_orf	1836	1833	3	1332	1331	True	TAG	True
ENSG00000204386	extra_triplet_right_after_orf	2045	2042	3	1376	1375	True	TGA	True
ENSG00000204388	extra_triplet_right_after_orf	2521	2518	3	2140	2139	True	TAG	True
ENSG00000204389	extra_triplet_right_after_orf	2483	2480	3	2217	2216	True	TAG	True
ENSG00000204390	extra_triplet_right_after_orf	2544	2541	3	2115	2113	True	TAA	True
ENSG00000204392	extra_triplet_right_after_orf	876	873	3	515	512	True	TGA	True
ENSG00000204406	extra_triplet_right_after_orf	5920	5917	3	5311	5310	True	TAA	True
ENSG00000204410	extra_triplet_right_after_orf	2708	2705	3	2561	2560	True	TGA	True
ENSG00000204427	extra_triplet_right_after_orf	2103	2100	3	1838	1837	True	TAG	True
ENSG00000204435	extra_triplet_right_after_orf	1061	1058	3	916	914	True	TGA	True
ENSG00000204438	extra_triplet_right_after_orf	2793	2790	3	1754	1753	True	TGA	True
ENSG00000204439	extra_triplet_right_after_orf	2475	2472	3	1708	1707	True	TGA	True
ENSG00000204444	extra_triplet_right_after_orf	1184	1181	3	1061	1060	True	TGA	True
ENSG00000204463	extra_triplet_right_after_orf	3815	3812	3	3711	3710	True	TAG	True
ENSG00000204469	extra_triplet_right_after_orf	6893	6890	3	6706	6705	True	TGA	True
ENSG00000204475	extra_triplet_right_after_orf	1042	1039	3	868	867	True	TGA	True
ENSG00000204482	extra_triplet_right_after_orf	648	645	3	413	412	True	TGA	True
ENSG00000204498	extra_triplet_right_after_orf	1478	1475	3	1258	1257	True	TGA	True
ENSG00000204514	extra_triplet_right_after_orf	3146	3143	3	2801	2800	True	TGA	True
ENSG00000204516	extra_triplet_right_after_orf	2446	2443	3	1229	1228	True	TAG	True
ENSG00000204519	extra_triplet_right_after_orf	4564	4561	3	2196	2195	True	TAA	True
ENSG00000204520	extra_triplet_right_after_orf	1386	1383	3	1051	1050	True	TAA	True
ENSG00000204524	extra_triplet_right_after_orf	2396	2393	3	1962	1961	True	TGA	True
ENSG00000204525	extra_triplet_right_after_orf	1554	1551	3	1132	1131	True	TGA	True
ENSG00000204536	extra_triplet_right_after_orf	2958	2955	3	2803	2802	True	TAA	True
ENSG00000204538	extra_triplet_right_after_orf	1150	1147	3	734	732	True	TAA	True
ENSG00000204539	extra_triplet_right_after_orf	2552	2549	3	1615	1614	True	TAA	True
ENSG00000204560	extra_triplet_right_after_orf	3445	3442	3	3320	3319	True	TAA	True
ENSG00000204564	extra_triplet_right_after_orf	1978	1975	3	1683	1681	True	TGA	True
ENSG00000204568	extra_triplet_right_after_orf	1532	1529	3	932	931	True	TAG	True
ENSG00000204569	extra_triplet_right_after_orf	4525	4522	3	3374	3373	True	TAG	True
ENSG00000204574	extra_triplet_right_after_orf	3481	3478	3	2648	2647	True	TGA	True
ENSG00000204576	extra_triplet_right_after_orf	2254	2251	3	1024	1023	True	TGA	True
ENSG00000204590	extra_triplet_right_after_orf	7490	7487	3	2793	2792	True	TGA	True
ENSG00000204592	extra_triplet_right_after_orf	2601	2598	3	1140	1139	True	TAA	True
ENSG00000204599	extra_triplet_right_after_orf	3187	3184	3	1715	1714	True	TGA	True
ENSG00000204604	extra_triplet_right_after_orf	4407	4404	3	1690	1687	True	TAA	True
ENSG00000204610	extra_triplet_right_after_orf	2214	2211	3	1865	1864	True	TGA	True
ENSG00000204611	extra_triplet_right_after_orf	4335	4332	3	2606	2605	True	TAG	True
ENSG00000204614	extra_triplet_right_after_orf	2086	2083	3	1161	1160	True	TGA	True
ENSG00000204616	extra_triplet_right_after_orf	2043	2040	3	1402	1401	True	TAA	True
ENSG00000204618	extra_triplet_right_after_orf	2206	2203	3	1359	1358	True	TGA	True
ENSG00000204619	extra_triplet_right_after_orf	1731	1728	3	702	701	True	TAA	True
ENSG00000204628	extra_triplet_right_after_orf	1403	1400	3	1361	1360	True	TAG	True
ENSG00000204634	extra_triplet_right_after_orf	3803	3800	3	3597	3596	True	TAG	True
ENSG00000204642	extra_triplet_right_after_orf	1635	1632	3	1512	1511	True	TGA	True
ENSG00000204673	extra_triplet_right_after_orf	3075	3072	3	2202	2201	True	TGA	True
ENSG00000204681	extra_triplet_right_after_orf	4527	4524	3	3220	3219	True	TGA	True
ENSG00000204713	extra_triplet_right_after_orf	2967	2964	3	1897	1896	True	TGA	True
ENSG00000204764	extra_triplet_right_after_orf	4588	4585	3	3429	3428	True	TGA	True
ENSG00000204822	extra_triplet_right_after_orf	1162	1159	3	999	998	True	TGA	True
ENSG00000204839	extra_triplet_right_after_orf	3469	3466	3	2415	2414	True	TGA	True
ENSG00000204842	extra_triplet_right_after_orf	4702	4699	3	4102	4101	True	TAA	True
ENSG00000204843	extra_triplet_right_after_orf	4500	4497	3	4153	4152	True	TAA	True
ENSG00000204852	extra_triplet_right_after_orf	1885	1882	3	1796	1795	True	TGA	True
ENSG00000204856	extra_triplet_right_after_orf	1582	1579	3	1332	1331	True	TGA	True
ENSG00000204859	extra_triplet_right_after_orf	2293	2290	3	2223	2222	True	TAG	True
ENSG00000204899	extra_triplet_right_after_orf	2299	2296	3	332	331	True	TGA	True
ENSG00000204920	extra_triplet_right_after_orf	2222	2219	3	1842	1840	True	TAA	True
ENSG00000204922	extra_triplet_right_after_orf	1947	1944	3	372	371	True	TGA	True
ENSG00000204923	extra_triplet_right_after_orf	5666	5663	3	874	873	True	TAA	True
ENSG00000204936	extra_triplet_right_after_orf	2222	2219	3	1368	1367	True	TAA	True
ENSG00000204946	extra_triplet_right_after_orf	4452	4449	3	1802	1801	True	TGA	True
ENSG00000204947	extra_triplet_right_after_orf	3220	3217	3	2390	2389	True	TAG	True
ENSG00000204954	extra_triplet_right_after_orf	1738	1735	3	420	419	True	TAA	True
ENSG00000204977	extra_triplet_right_after_orf	1637	1634	3	1619	1618	True	TAA	True
ENSG00000204991	extra_triplet_right_after_orf	3235	3232	3	2186	2185	True	TGA	True
ENSG00000205002	extra_triplet_right_after_orf	2299	2296	3	511	510	True	TAA	True
ENSG00000205060	extra_triplet_right_after_orf	6797	6794	3	1294	1293	True	TGA	True
ENSG00000205078	extra_triplet_right_after_orf	858	855	3	782	781	True	TAG	True
ENSG00000205084	extra_triplet_right_after_orf	2920	2917	3	1075	1074	True	TAG	True
ENSG00000205085	extra_triplet_right_after_orf	5749	5746	3	1034	1033	True	TGA	True
ENSG00000205133	extra_triplet_right_after_orf	3672	3669	3	578	577	True	TAG	True
ENSG00000205138	extra_triplet_right_after_orf	1117	1114	3	422	421	True	TGA	True
ENSG00000205155	extra_triplet_right_after_orf	1661	1658	3	987	986	True	TGA	True
ENSG00000205189	extra_triplet_right_after_orf	10132	10129	3	3393	3392	True	TAA	True
ENSG00000205208	extra_triplet_right_after_orf	3521	3518	3	586	584	True	TGA	True
ENSG00000205213	extra_triplet_right_after_orf	5206	5203	3	3298	3297	True	TGA	True
ENSG00000205220	extra_triplet_right_after_orf	1218	1215	3	1158	1157	True	TAA	True
ENSG00000205250	extra_triplet_right_after_orf	2096	2093	3	1299	1298	True	TGA	True
ENSG00000205268	extra_triplet_right_after_orf	3673	3670	3	1891	1890	True	TAA	True
ENSG00000205302	extra_triplet_right_after_orf	2128	2125	3	1666	1665	True	TAG	True
ENSG00000205309	extra_triplet_right_after_orf	1635	1632	3	919	918	True	TGA	True
ENSG00000205339	extra_triplet_right_after_orf	6191	6188	3	3257	3256	True	TGA	True
ENSG00000205352	extra_triplet_right_after_orf	688	685	3	527	526	True	TGA	True
ENSG00000205356	extra_triplet_right_after_orf	6564	6561	3	3796	3795	True	TGA	True
ENSG00000205358	extra_triplet_right_after_orf	697	694	3	301	300	True	TAG	True
ENSG00000205413	extra_triplet_right_after_orf	6754	6751	3	4937	4936	True	TAA	True
ENSG00000205423	extra_triplet_right_after_orf	2965	2962	3	1333	1332	True	TGA	True
ENSG00000205426	extra_triplet_right_after_orf	1929	1926	3	1585	1584	True	TAG	True
ENSG00000205464	extra_triplet_right_after_orf	2503	2500	3	1998	1997	True	TAG	True
ENSG00000205517	extra_triplet_right_after_orf	2278	2275	3	2199	2198	True	TGA	True
ENSG00000205531	extra_triplet_right_after_orf	2479	2476	3	1300	1299	True	TAG	True
ENSG00000205542	extra_triplet_right_after_orf	767	764	3	350	348	True	TAA	True
ENSG00000205544	extra_triplet_right_after_orf	486	483	3	393	392	True	TGA	True
ENSG00000205560	extra_triplet_right_after_orf	2662	2659	3	2406	2405	True	TGA	True
ENSG00000205571	extra_triplet_right_after_orf	1550	1547	3	913	911	True	TGA	True
ENSG00000205581	extra_triplet_right_after_orf	709	706	3	477	473	True	TAA	True
ENSG00000205593	extra_triplet_right_after_orf	4939	4936	3	1828	1827	True	TAG	True
ENSG00000205629	extra_triplet_right_after_orf	1368	1365	3	1159	1157	True	TAA	True
ENSG00000205643	extra_triplet_right_after_orf	1875	1872	3	794	793	True	TGA	True
ENSG00000205659	extra_triplet_right_after_orf	2776	2773	3	516	515	True	TAG	True
ENSG00000205683	extra_triplet_right_after_orf	4520	4517	3	1543	1542	True	TAA	True
ENSG00000205707	extra_triplet_right_after_orf	1134	1131	3	431	429	True	TGA	True
ENSG00000205730	extra_triplet_right_after_orf	7247	7244	3	1685	1684	True	TAA	True
ENSG00000205744	extra_triplet_right_after_orf	2816	2813	3	2517	2516	True	TAA	True
ENSG00000205758	extra_triplet_right_after_orf	1617	1614	3	1135	1133	True	TAA	True
ENSG00000205765	extra_triplet_right_after_orf	5241	5238	3	904	901	True	TAG	True
ENSG00000205795	extra_triplet_right_after_orf	2738	2735	3	663	662	True	TGA	True
ENSG00000205808	extra_triplet_right_after_orf	2944	2941	3	947	946	True	TGA	True
ENSG00000205864	extra_triplet_right_after_orf	561	558	3	439	438	True	TGA	True
ENSG00000205867	extra_triplet_right_after_orf	1118	1115	3	576	575	True	TGA	True
ENSG00000205869	extra_triplet_right_after_orf	942	939	3	870	868	True	TGA	True
ENSG00000205903	extra_triplet_right_after_orf	5392	5389	3	3569	3568	True	TGA	True
ENSG00000205923	extra_triplet_right_after_orf	1374	1371	3	1077	1076	True	TGA	True
ENSG00000205927	extra_triplet_right_after_orf	3262	3259	3	1898	1897	True	TGA	True
ENSG00000205937	extra_triplet_right_after_orf	2241	2238	3	1391	1390	True	TAA	True
ENSG00000205978	extra_triplet_right_after_orf	7857	7854	3	6013	6012	True	TGA	True
ENSG00000205981	extra_triplet_right_after_orf	1453	1450	3	520	519	True	TGA	True
ENSG00000206053	extra_triplet_right_after_orf	3185	3182	3	691	690	True	TAA	True
ENSG00000206190	extra_triplet_right_after_orf	6680	6677	3	4610	4609	True	TGA	True
ENSG00000206418	extra_triplet_right_after_orf	2137	2134	3	1017	1015	True	TGA	True
ENSG00000206432	extra_triplet_right_after_orf	10638	10635	3	2510	2509	True	TAG	True
ENSG00000206503	extra_triplet_right_after_orf	1854	1851	3	1423	1422	True	TGA	True
ENSG00000206527	extra_triplet_right_after_orf	4257	4254	3	922	920	True	TAG	True
ENSG00000206530	extra_triplet_right_after_orf	10259	10256	3	5630	5629	True	TGA	True
ENSG00000206535	extra_triplet_right_after_orf	1813	1810	3	1438	1435	True	TAA	True
ENSG00000206538	extra_triplet_right_after_orf	10400	10397	3	1343	1342	True	TGA	True
ENSG00000206560	extra_triplet_right_after_orf	6564	6561	3	3528	3527	True	TGA	True
ENSG00000206561	extra_triplet_right_after_orf	1668	1665	3	1495	1494	True	TGA	True
ENSG00000206562	extra_triplet_right_after_orf	4020	4017	3	1094	1093	True	TGA	True
ENSG00000211445	extra_triplet_right_after_orf	1636	1633	3	771	770	True	TAA	True
ENSG00000211448	extra_triplet_right_after_orf	1049	1046	3	956	955	True	TAA	True
ENSG00000211450	extra_triplet_right_after_orf	833	830	3	391	390	True	TAG	True
ENSG00000211455	extra_triplet_right_after_orf	5068	5065	3	1562	1561	True	TGA	True
ENSG00000211456	extra_triplet_right_after_orf	3723	3720	3	1966	1965	True	TGA	True
ENSG00000211460	extra_triplet_right_after_orf	3420	3417	3	932	931	True	TAG	True
ENSG00000211584	extra_triplet_right_after_orf	3010	3007	3	536	535	True	TGA	True
ENSG00000212123	extra_triplet_right_after_orf	1392	1389	3	1372	1371	True	TAA	True
ENSG00000212127	extra_triplet_right_after_orf	1858	1855	3	1008	1007	True	TGA	True
ENSG00000212128	extra_triplet_right_after_orf	1637	1634	3	1174	1173	True	TGA	True
ENSG00000212719	extra_triplet_right_after_orf	7914	7911	3	922	921	True	TGA	True
ENSG00000212864	extra_triplet_right_after_orf	1135	1132	3	956	952	True	TAG	True
ENSG00000212933	extra_triplet_right_after_orf	447	444	3	382	381	True	TGA	True
ENSG00000213015	extra_triplet_right_after_orf	1707	1704	3	1263	1262	True	TAA	True
ENSG00000213020	extra_triplet_right_after_orf	4517	4514	3	2391	2390	True	TAG	True
ENSG00000213023	extra_triplet_right_after_orf	2915	2912	3	2405	2404	True	TGA	True
ENSG00000213024	extra_triplet_right_after_orf	3479	3476	3	2063	2062	True	TGA	True
ENSG00000213047	extra_triplet_right_after_orf	8375	8372	3	2664	2663	True	TAA	True
ENSG00000213064	extra_triplet_right_after_orf	11040	11037	3	554	552	True	TAA	True
ENSG00000213079	extra_triplet_right_after_orf	4944	4941	3	4094	4092	True	TAA	True
ENSG00000213085	extra_triplet_right_after_orf	1842	1839	3	1719	1718	True	TGA	True
ENSG00000213096	extra_triplet_right_after_orf	3967	3964	3	2093	2092	True	TGA	True
ENSG00000213139	extra_triplet_right_after_orf	1132	1129	3	876	874	True	TAA	True
ENSG00000213145	extra_triplet_right_after_orf	677	674	3	385	384	True	TAA	True
ENSG00000213160	extra_triplet_right_after_orf	4077	4074	3	1920	1918	True	TAA	True
ENSG00000213171	extra_triplet_right_after_orf	3379	3376	3	2718	2717	True	TGA	True
ENSG00000213185	extra_triplet_right_after_orf	745	742	3	574	573	True	TGA	True
ENSG00000213186	extra_triplet_right_after_orf	3867	3864	3	1396	1395	True	TGA	True
ENSG00000213190	extra_triplet_right_after_orf	4075	4072	3	3073	3072	True	TAA	True
ENSG00000213213	extra_triplet_right_after_orf	1671	1668	3	1638	1637	True	TAG	True
ENSG00000213221	extra_triplet_right_after_orf	724	721	3	610	609	True	TGA	True
ENSG00000213246	extra_triplet_right_after_orf	1489	1486	3	419	418	True	TAG	True
ENSG00000213281	extra_triplet_right_after_orf	4449	4446	3	822	821	True	TAA	True
ENSG00000213337	extra_triplet_right_after_orf	4965	4962	3	577	576	True	TGA	True
